Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Europe and Northern America,rural,Drinking water,2013,0.38413,1006776.19141,Limited service
sdg,Europe and Northern America,urban,Drinking water,2013,0.42608,3537644.24481,Limited service
sdg,Europe and Northern America,total,Drinking water,2013,94.99071,1037646109.72573,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2013,96.62361,802239183.53844,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2013,0.02406,262818.73812,Surface water
sdg,Europe and Northern America,rural,Drinking water,2013,0.01893,49612.51556,Surface water
sdg,Europe and Northern America,urban,Drinking water,2013,0.02568,213206.22268,Surface water
sdg,Europe and Northern America,total,Drinking water,2013,0.79242,8656167.60877,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2013,2.49153,6530146.06444,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2013,0.25606,2126018.9137,Unimproved
sdg,Europe and Northern America,total,Sanitation,2014,21.64658,237307734.62595,Basic service
sdg,Europe and Northern America,rural,Sanitation,2014,49.08403,128098300.17752,Basic service
sdg,Europe and Northern America,urban,Sanitation,2014,13.0742,109209436.81598,Basic service
sdg,Europe and Northern America,total,Sanitation,2014,0.6106,6693870.93668,Limited service
sdg,Europe and Northern America,rural,Sanitation,2014,0.72924,1903156.67498,Limited service
sdg,Europe and Northern America,urban,Sanitation,2014,0.57353,4790714.35384,Limited service
sdg,Europe and Northern America,total,Sanitation,2014,0.00196,21489.94137,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2014,0.00719,18773.49483,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2014,0.00033,2716.44704,Open defecation
sdg,Europe and Northern America,total,Sanitation,2014,75.48068,827481549.78736,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2014,43.54603,113645369.61532,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2014,85.45815,713836193.21316,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2014,2.26018,24777914.71154,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2014,6.6335,17311940.95493,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2014,0.8938,7465968.34238,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2014,97.2864,253895653.95307,At least basic
sdg,Europe and Northern America,total,Drinking water,2014,3.71047,40677254.73517,Basic service
sdg,Europe and Northern America,urban,Drinking water,2014,2.56929,21461446.65054,Basic service
sdg,Europe and Northern America,total,Drinking water,2014,0.43231,4739359.87572,Limited service
sdg,Europe and Northern America,rural,Drinking water,2014,0.37952,990459.53072,Limited service
sdg,Europe and Northern America,urban,Drinking water,2014,0.44881,3748900.41486,Limited service
sdg,Europe and Northern America,total,Drinking water,2014,95.09417,1042500757.63001,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2014,96.70969,807820934.11332,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2014,0.03188,349449.27697,Surface water
sdg,Europe and Northern America,rural,Drinking water,2014,0.0195,50898.26007,Surface water
sdg,Europe and Northern America,urban,Drinking water,2014,0.03574,298551.02145,Surface water
sdg,Europe and Northern America,total,Drinking water,2014,0.73117,8015738.48723,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2014,2.31458,6040535.9654,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2014,0.23646,1975196.97222,Unimproved
sdg,Europe and Northern America,total,Sanitation,2015,21.30519,234376232.68168,Basic service
sdg,Europe and Northern America,rural,Sanitation,2015,48.88972,127009588.17405,Basic service
sdg,Europe and Northern America,urban,Sanitation,2015,12.77715,107366638.88395,Basic service
sdg,Europe and Northern America,total,Sanitation,2015,0.60704,6678017.32445,Limited service
sdg,Europe and Northern America,rural,Sanitation,2015,0.72479,1882929.4924,Limited service
sdg,Europe and Northern America,urban,Sanitation,2015,0.57064,4795087.68224,Limited service
sdg,Europe and Northern America,total,Sanitation,2015,0.00183,20098.14732,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2015,0.0067,17399.76289,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2015,0.00032,2698.38392,Open defecation
sdg,Europe and Northern America,total,Sanitation,2015,75.91303,835111660.72673,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2015,43.98345,114263686.59698,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2015,85.78438,720847956.05311,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2015,2.17291,23904005.61982,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2015,6.39534,16614321.4984,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2015,0.86751,7289698.84795,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2015,97.46476,253201677.67142,At least basic
sdg,Europe and Northern America,total,Drinking water,2015,3.68291,40515366.08297,Basic service
sdg,Europe and Northern America,urban,Drinking water,2015,2.51426,21127411.9766,Basic service
sdg,Europe and Northern America,total,Drinking water,2015,0.42587,4684935.39788,Limited service
sdg,Europe and Northern America,rural,Drinking water,2015,0.37369,970797.96993,Limited service
sdg,Europe and Northern America,urban,Drinking water,2015,0.442,3714137.32479,Limited service
sdg,Europe and Northern America,total,Drinking water,2015,95.1803,1047069007.45781,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2015,96.7813,813255260.13033,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2015,0.03297,362714.01195,Surface water
sdg,Europe and Northern America,rural,Drinking water,2015,0.02065,53645.32672,Surface water
sdg,Europe and Northern America,urban,Drinking water,2015,0.03678,309068.67785,Surface water
sdg,Europe and Northern America,total,Drinking water,2015,0.67794,7457991.55048,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2015,2.1409,5561804.94112,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2015,0.22566,1896201.74243,Unimproved
sdg,Europe and Northern America,total,Sanitation,2016,20.9708,231474263.32067,Basic service
sdg,Europe and Northern America,rural,Sanitation,2016,48.69825,125888255.37846,Basic service
sdg,Europe and Northern America,urban,Sanitation,2016,12.49115,105586007.01011,Basic service
sdg,Europe and Northern America,total,Sanitation,2016,0.6036,6662452.58803,Limited service
sdg,Europe and Northern America,rural,Sanitation,2016,0.72052,1862584.69645,Limited service
sdg,Europe and Northern America,urban,Sanitation,2016,0.56784,4799867.82226,Limited service
sdg,Europe and Northern America,total,Sanitation,2016,0.00143,15815.47804,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2016,0.00601,15532.30291,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2016,0.00003,283.17527,Open defecation
sdg,Europe and Northern America,total,Sanitation,2016,76.33831,842617299.84483,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2016,44.42144,114832418.09939,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2016,86.09917,727784869.8806,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2016,2.08586,23023609.96843,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2016,6.15378,15907947.63574,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2016,0.84181,7115667.75101,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2016,97.64418,252416785.44522,At least basic
sdg,Europe and Northern America,total,Drinking water,2016,3.65577,40352183.80892,Basic service
sdg,Europe and Northern America,urban,Drinking water,2016,2.49818,21116782.5535,Basic service
sdg,Europe and Northern America,total,Drinking water,2016,0.41943,4629673.91111,Limited service
sdg,Europe and Northern America,rural,Drinking water,2016,0.36799,951280.97072,Limited service
sdg,Europe and Northern America,urban,Drinking water,2016,0.43517,3678392.88371,Limited service
sdg,Europe and Northern America,total,Drinking water,2016,95.26572,1051536726.3982,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2016,96.81394,818355324.89525,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2016,0.03405,375852.57662,Surface water
sdg,Europe and Northern America,rural,Drinking water,2016,0.02181,56369.2449,Surface water
sdg,Europe and Northern America,urban,Drinking water,2016,0.0378,319483.32706,Surface water
sdg,Europe and Northern America,total,Drinking water,2016,0.62503,6899004.50515,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2016,1.96602,5082297.95822,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2016,0.21492,1816711.97889,Unimproved
sdg,Europe and Northern America,total,Sanitation,2017,20.63206,228470570.08388,Basic service
sdg,Europe and Northern America,rural,Sanitation,2017,48.47804,124644634.72301,Basic service
sdg,Europe and Northern America,urban,Sanitation,2017,12.21135,103825938.4915,Basic service
sdg,Europe and Northern America,total,Sanitation,2017,0.60016,6645934.11578,Limited service
sdg,Europe and Northern America,rural,Sanitation,2017,0.71622,1841516.04867,Limited service
sdg,Europe and Northern America,urban,Sanitation,2017,0.56507,4804418.18032,Limited service
sdg,Europe and Northern America,total,Sanitation,2017,0.00129,14233.89577,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2017,0.00554,14233.89636,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2017,0,0,Open defecation
sdg,Europe and Northern America,total,Sanitation,2017,76.75678,849971545.6611,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2017,44.84458,115302456.73369,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2017,86.40713,734669104.80723,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2017,2.00971,22254697.64347,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2017,5.95563,15312849.37587,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2017,0.81645,6941827.26435,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2017,97.82569,251525201.74623,At least basic
sdg,Europe and Northern America,total,Drinking water,2017,3.62943,40190696.52829,Basic service
sdg,Europe and Northern America,urban,Drinking water,2017,2.48845,21157824.07569,Basic service
sdg,Europe and Northern America,total,Drinking water,2017,0.41301,4573455.89391,Limited service
sdg,Europe and Northern America,rural,Drinking water,2017,0.36239,931771.53304,Limited service
sdg,Europe and Northern America,urban,Drinking water,2017,0.42831,3641684.44325,Limited service
sdg,Europe and Northern America,total,Drinking water,2017,95.35025,1055867647.05454,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2017,96.8402,823375331.65176,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2017,0.03511,388796.19214,Surface water
sdg,Europe and Northern America,rural,Drinking water,2017,0.02296,59023.94258,Surface water
sdg,Europe and Northern America,urban,Drinking water,2017,0.03879,329772.25659,Surface water
sdg,Europe and Northern America,total,Drinking water,2017,0.57221,6336385.73112,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2017,1.78896,4599688.21725,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2017,0.20426,1736676.31611,Unimproved
sdg,Europe and Northern America,total,Sanitation,2018,20.29507,225420417.4492,Basic service
sdg,Europe and Northern America,rural,Sanitation,2018,48.22293,123257044.91864,Basic service
sdg,Europe and Northern America,urban,Sanitation,2018,11.9473,102163372.72652,Basic service
sdg,Europe and Northern America,total,Sanitation,2018,0.59757,6637350.18346,Limited service
sdg,Europe and Northern America,rural,Sanitation,2018,0.71359,1823926.82284,Limited service
sdg,Europe and Northern America,urban,Sanitation,2018,0.5629,4813423.36898,Limited service
sdg,Europe and Northern America,total,Sanitation,2018,0.0011,12194.39469,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2018,0.00477,12194.39488,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2018,0,0,Open defecation
sdg,Europe and Northern America,total,Sanitation,2018,77.15588,856982294.1848,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2018,45.24071,115634538.65654,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2018,86.69548,741347756.74206,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2018,1.95038,21663167.08785,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2018,5.81799,14870699.62482,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2018,0.79433,6792449.6097,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2018,98.01001,250512021.13078,At least basic
sdg,Europe and Northern America,total,Drinking water,2018,3.60316,40020902.69766,Basic service
sdg,Europe and Northern America,urban,Drinking water,2018,2.47874,21196132.02982,Basic service
sdg,Europe and Northern America,total,Drinking water,2018,0.40641,4514006.98465,Limited service
sdg,Europe and Northern America,rural,Drinking water,2018,0.35582,909472.87399,Limited service
sdg,Europe and Northern America,urban,Drinking water,2018,0.42153,3604534.11656,Limited service
sdg,Europe and Northern America,total,Drinking water,2018,95.4348,1060009035.32595,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2018,96.86649,828321786.89118,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2018,0.03086,342743.6612,Surface water
sdg,Europe and Northern America,rural,Drinking water,2018,0.0011,2813.25534,Surface water
sdg,Europe and Northern America,urban,Drinking water,2018,0.03975,339930.40607,Surface water
sdg,Europe and Northern America,total,Drinking water,2018,0.52477,5828734.63054,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2018,1.63307,4174097.7639,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2018,0.1935,1654619.00192,Unimproved
sdg,Europe and Northern America,total,Sanitation,2019,19.99658,222718706.20659,Basic service
sdg,Europe and Northern America,rural,Sanitation,2019,47.62438,120930783.83984,Basic service
sdg,Europe and Northern America,urban,Sanitation,2019,11.83777,101787924.33315,Basic service
sdg,Europe and Northern America,total,Sanitation,2019,0.59512,6628389.12838,Limited service
sdg,Europe and Northern America,rural,Sanitation,2019,0.71013,1803207.75981,Limited service
sdg,Europe and Northern America,urban,Sanitation,2019,0.56116,4825181.4291,Limited service
sdg,Europe and Northern America,total,Sanitation,2019,0.00107,11968.48972,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2019,0.00471,11968.48957,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2019,0,0,Open defecation
sdg,Europe and Northern America,total,Sanitation,2019,77.51821,863385277.83094,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2019,46.02021,116857386.24838,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2019,86.81995,746527899.59426,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2019,1.889,21039417.14549,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2019,5.64056,14322866.77909,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2019,0.78112,6716528.10878,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2019,98.17204,249284531.36663,At least basic
sdg,Europe and Northern America,total,Drinking water,2019,3.57557,39824119.95713,Basic service
sdg,Europe and Northern America,urban,Drinking water,2019,2.46897,21229610.41224,Basic service
sdg,Europe and Northern America,total,Drinking water,2019,0.40017,4456979.32077,Limited service
sdg,Europe and Northern America,rural,Drinking water,2019,0.35046,889915.71383,Limited service
sdg,Europe and Northern America,urban,Drinking water,2019,0.41484,3567063.64833,Limited service
sdg,Europe and Northern America,total,Drinking water,2019,95.51436,1063823464.7932,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2019,96.89203,833133443.7669,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2019,0.03166,352675.50957,Surface water
sdg,Europe and Northern America,rural,Drinking water,2019,0.00108,2730.07752,Surface water
sdg,Europe and Northern America,urban,Drinking water,2019,0.0407,349945.43549,Surface water
sdg,Europe and Northern America,total,Drinking water,2019,0.47824,5326519.21933,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2019,1.47642,3749026.62236,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2019,0.18346,1577470.2032,Unimproved
sdg,Europe and Northern America,total,Sanitation,2020,19.81994,221290775.44106,Basic service
sdg,Europe and Northern America,rural,Sanitation,2020,47.49134,119725340.17825,Basic service
sdg,Europe and Northern America,urban,Sanitation,2020,11.74973,101565433.85549,Basic service
sdg,Europe and Northern America,total,Sanitation,2020,0.59294,6620252.67392,Limited service
sdg,Europe and Northern America,rural,Sanitation,2020,0.70791,1784647.18005,Limited service
sdg,Europe and Northern America,urban,Sanitation,2020,0.55941,4835605.4642,Limited service
sdg,Europe and Northern America,total,Sanitation,2020,0.00103,11453.92587,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2020,0.00454,11453.92593,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2020,0,0,Open defecation
sdg,Europe and Northern America,total,Sanitation,2020,77.74918,868074059.73455,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2020,46.2873,116689969.51284,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2020,86.92487,751384087.11832,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2020,1.8369,20509140.0246,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2020,5.5089,13887899.04688,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2020,0.76599,6621239.34486,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2020,98.32519,247877119.55186,At least basic
sdg,Europe and Northern America,total,Drinking water,2020,3.56364,39788259.76173,Basic service
sdg,Europe and Northern America,urban,Drinking water,2020,2.46313,21291494.33747,Basic service
sdg,Europe and Northern America,total,Drinking water,2020,0.39403,4399401.72637,Limited service
sdg,Europe and Northern America,rural,Drinking water,2020,0.34512,870051.50843,Limited service
sdg,Europe and Northern America,urban,Drinking water,2020,0.4083,3529350.20111,Limited service
sdg,Europe and Northern America,total,Drinking water,2020,95.57476,1067097658.63552,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2020,96.91244,837717297.64271,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2020,0.03246,362454.49633,Surface water
sdg,Europe and Northern America,rural,Drinking water,2020,0.00105,2645.66932,Surface water
sdg,Europe and Northern America,urban,Drinking water,2020,0.04162,359808.82647,Surface water
sdg,Europe and Northern America,total,Drinking water,2020,0.4351,4857907.17893,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2020,1.32864,3349490.88502,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2020,0.1745,1508414.77424,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2000,47.92014,61262508.93001,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2000,58.95611,307632974.2444,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2000,63.26842,249250400.33695,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2000,5.21984,27237142.49943,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2000,3.51143,4489115.63084,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2000,5.77472,22749923.59787,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2000,9.63043,50251588.7927,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2000,29.39199,37575582.0701,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2000,3.2185,12679507.19423,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2000,15.1794,79206103.51527,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2000,19.38108,76353106.16403,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2000,11.01421,57472153.94872,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2000,19.17644,24515730.19763,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2000,8.35728,32924083.70068,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2000,18.81049,98153109.98632,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2000,30.64907,39182675.35697,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,14.97048,58977270.61898,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2000,0.87805,4581650.98849,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2000,2.50263,3199433.32551,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,0.35094,1382536.80791,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2000,71.73844,374331171.30322,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2000,40.79866,52158206.00727,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,81.78533,322199032.4761,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2000,2.64562,13804849.86039,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2000,9.46331,12098174.63185,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2000,0.43346,1707636.9244,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2000,5.9274,30929180.86158,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2000,16.58633,21204448.294,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2000,2.4598,9690544.16676,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2001,49.16446,62809211.32194,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2001,59.3293,313956194.74421,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2001,63.30964,254139074.80926,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2001,5.18939,27461007.03502,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2001,3.62873,4635819.86252,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2001,5.68656,22827133.486,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2001,9.14428,48389286.36502,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2001,28.21627,36047204.00823,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2001,3.07544,12345512.1121,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2001,15.61044,82606660.69743,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2001,19.84012,79642674.21379,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2001,10.72659,56762502.15832,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2001,18.99054,24261037.4163,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2001,8.08823,32467980.64924,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2001,18.90173,100023336.73686,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2001,31.19016,39846448.7364,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,14.99268,60183977.32133,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2001,0.84707,4482467.77556,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2001,2.43114,3105865.33424,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,0.34301,1376920.15028,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2001,72.06466,381348631.99781,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2001,41.22691,52668728.90426,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,81.88555,328706931.31839,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2001,2.5609,13551654.32777,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2001,9.26828,11840534.95784,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2001,0.4265,1712079.89865,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2001,5.62565,29769560.16146,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2001,15.8835,20291696.35147,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2001,2.35225,9442466.58174,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2002,50.38926,64366746.9011,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2002,59.66842,320063061.62543,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2002,63.32752,258796593.73633,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2002,5.17192,27742299.36473,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2002,3.75077,4791193.0292,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2002,5.61663,22953113.60564,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2002,8.67815,46549844.20834,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2002,27.04929,34552495.83946,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2002,2.93657,12000716.71134,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2002,16.03498,86012064.87326,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2002,20.2957,82941165.16711,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2002,10.44653,56035491.92877,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2002,18.81068,24028584.04134,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2002,7.82358,31972148.33346,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2002,19.01782,102012130.68184,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2002,31.75868,40568231.19715,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,15.03713,61451280.71661,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2002,0.81306,4361274.59954,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2002,2.3445,2994846.0538,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,0.33444,1366744.12484,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2002,72.36624,388174504.70378,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2002,41.68349,53246086.48841,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,81.96384,334956504.10567,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2002,2.50079,13414304.84077,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2002,9.17501,11720061.76742,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2002,0.41482,1695213.74938,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2002,5.30209,28440547.17407,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2002,15.03831,19209796.15409,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2002,2.24977,9193994.85695,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2003,51.61848,65914594.86312,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2003,59.65701,324238204.10365,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2003,62.93609,261693440.3186,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2003,5.16001,28044885.10844,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2003,3.89177,4969621.40552,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2003,5.55,23077337.91202,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2003,8.21314,44638720.44309,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2003,25.85589,33016868.40491,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2003,2.7958,11625153.84111,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2003,16.80294,91324631.6413,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2003,21.16012,87985535.71074,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2003,10.1669,55257506.00352,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2003,18.63387,23794653.17923,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2003,7.55799,31426740.91346,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2003,19.13201,103983246.98181,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2003,32.32919,41282999.7512,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,15.08098,62707938.1462,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2003,0.77892,4233482.88593,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2003,2.25426,2878593.12246,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,0.32592,1355202.89966,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2003,72.66216,394921682.4417,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2003,42.13808,53808536.06605,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,82.0432,341142354.7129,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2003,2.40623,13077943.04794,Surface water
