Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Latin America and the Caribbean,rural,Drinking water,2003,8.94305,11419896.66622,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2003,0.39899,1659013.74241,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2003,5.02068,27287591.94207,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2003,14.33541,18305712.1664,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2003,2.15092,8943699.19478,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2004,52.83182,67445683.95966,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2004,59.58902,328045705.25799,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,62.49411,264257958.10868,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2004,5.14365,28316489.6205,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2004,4.03511,5151263.67575,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,5.47883,23167363.03614,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2004,7.7563,42699512.0161,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2004,24.67326,31498156.49986,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2004,2.64976,11204578.65309,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2004,17.62232,97013282.34252,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,22.0851,93387423.90405,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2004,9.88871,54438705.76289,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2004,18.45981,23566002.94809,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2004,7.2922,30835264.63941,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2004,19.24172,105928293.96927,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,32.88662,41983418.65586,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,15.12415,63952870.40615,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2004,0.74711,4112962.59547,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,2.17144,2772085.88649,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,0.31718,1341187.16662,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2004,72.95019,401600790.06622,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,42.58478,54364202.56859,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,82.12481,347266896.53856,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2004,2.31425,12740276.57173,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2004,8.71357,11123841.35506,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2004,0.3825,1617396.94467,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2004,4.74673,26131371.79731,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2004,13.64359,17417559.9135,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2004,2.05136,8674237.28577,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2005,55.12325,70337079.02536,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2005,60.15195,335321947.27573,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,62.69313,269491772.42734,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2005,4.91821,27416972.67189,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2005,4.09682,5227525.88965,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,5.16252,22191552.06249,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2005,7.40133,41259292.50855,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2005,22.98661,29330835.46643,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2005,2.77571,11931625.72007,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2005,18.37684,102443202.99667,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,22.7912,97969913.64511,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2005,9.15167,51016749.54716,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2005,17.79332,22704212.20342,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2005,6.57743,28273650.95872,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2005,19.34938,107864700.87546,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2005,33.4501,42682213.47829,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,15.16563,65190770.55191,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2005,0.71543,3988229.04288,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2005,2.08348,2658516.8965,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,0.30941,1330018.43505,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2005,73.2348,408253355.51384,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2005,43.0314,54907919.54466,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,82.2077,353376784.20509,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2005,2.22234,12388616.76017,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2005,8.48217,10823217.45242,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2005,0.36439,1566350.78766,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2005,4.47805,24963262.8071,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2005,12.95284,16527784.97961,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2005,1.95287,8394590.83359,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2006,56.34298,71836494.24272,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2006,60.07013,339000245.77685,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2006,62.26616,272004846.37087,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2006,4.88856,27588125.97656,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2006,4.22935,5392355.75946,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2006,5.08145,22197920.38237,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2006,6.84333,38619692.89501,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2006,21.32238,27185725.79464,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2006,2.6181,11436976.74192,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2006,19.20452,108378932.66652,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2006,23.70941,103572708.21341,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2006,8.99346,50753753.68563,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2006,18.10529,23083989.92716,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2006,6.32488,27629731.45832,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2006,19.45426,109788315.46403,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2006,34.01571,43369538.00102,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,15.20625,66427333.81463,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2006,0.68386,3859315.27678,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2006,1.99318,2541280.72057,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,0.30179,1318335.31627,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2006,73.51648,414883458.65796,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2006,43.47686,55432366.6464,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,82.29137,359483427.62172,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2006,2.13252,12034697.74913,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2006,8.24863,10516887.78321,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2006,0.34767,1518747.80159,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2006,4.21287,23774963.85154,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2006,12.26562,15638490.29783,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2006,1.85292,8094338.61267,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2007,57.57151,73323835.11369,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2007,59.97814,342569288.51642,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2007,61.838,274434290.79708,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2007,4.84974,27699614.44765,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2007,4.3574,5549637.73107,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2007,4.99152,22152160.12616,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2007,6.41626,36646898.00503,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2007,20.20443,25732626.74753,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2007,2.45995,10917159.48971,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2007,20.04721,114501010.41471,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2007,24.63932,109348199.50996,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2007,8.70865,49740051.61619,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2007,17.86666,22755217.4576,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2007,6.07121,26943750.57777,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2007,19.55722,111702391.70569,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2007,34.58518,44048141.095,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,15.24645,67663054.97911,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2007,0.65208,3724426.42866,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2007,1.89985,2419677.21452,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,0.29406,1305042.74981,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2007,73.79505,421485510.83376,Safely managed service
sdg,Latin America and the Caribbean,rural,Drinking water,2007,43.92109,55938478.0843,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,82.37583,365580256.84361,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2007,2.04347,11671403.52721,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2007,8.01221,10204459.45176,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2007,0.33075,1467863.87898,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2007,3.95218,22573130.50468,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2007,11.58167,14750563.51629,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2007,1.75291,7779342.04873,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2008,58.7938,74789197.56926,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2008,59.8715,346007414.19149,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2008,61.40712,276768554.30064,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2008,4.80908,27792460.8508,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2008,4.48708,5707835.89239,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2008,4.90044,22086831.29311,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2008,5.99658,34655218.74339,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2008,19.09212,24286311.51705,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2008,2.30118,10371658.57642,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2008,20.89946,120781487.74609,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2008,25.57476,115268204.45207,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2008,8.42339,48680181.46823,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2008,17.62699,22422569.8442,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2008,5.8165,26215592.37336,Unimproved
sdg,Latin America and the Caribbean,total,Drinking water,2008,19.63653,113482821.04445,Basic service
sdg,Latin America and the Caribbean,rural,Drinking water,2008,35.08023,44624128.80277,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2008,15.2798,68867701.45603,Basic service
